requested_model,brand,model,component_group,component_name,is_pcb_or_board,pcb_type,evidence_count,guide_count,highest_confidence,source_urls
iPhone 14,Apple,iPhone 14,Camera,Camera module,False,,66,8,0.8,https://www.ifixit.com/Guide/iPhone+14+Earpiece+Speaker+Replacement/153349 | https://www.ifixit.com/Guide/iPhone+14+Front+Camera+Assembly+Replacement/153350 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear-Facing+Camera+Assembly+Replacement/153343 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Rear+Cameras+Replacement/153351
iPhone 14,Apple,iPhone 14,Camera,Front camera,False,,22,4,0.8,https://www.ifixit.com/Guide/iPhone+14+Earpiece+Speaker+Replacement/153349 | https://www.ifixit.com/Guide/iPhone+14+Front+Camera+Assembly+Replacement/153350 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335
iPhone 14,Apple,iPhone 14,Camera,Rear camera,False,,22,4,0.8,https://www.ifixit.com/Guide/iPhone+14+Plus+Rear-Facing+Camera+Assembly+Replacement/153343 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Rear+Cameras+Replacement/153351
iPhone 14,Apple,iPhone 14,Connector,Charging port,False,,11,10,0.75,https://www.ifixit.com/Guide/iPhone+14+Battery+Replacement/152966 | https://www.ifixit.com/Guide/iPhone+14+Earpiece+Speaker+Replacement/153349 | https://www.ifixit.com/Guide/iPhone+14+Front+Camera+Assembly+Replacement/153350 | https://www.ifixit.com/Guide/iPhone+14+Loudspeaker+Replacement/152976 | https://www.ifixit.com/Guide/iPhone+14+Pentalobe+Screws+Replacement/152974 | https://www.ifixit.com/Guide/iPhone+14+Rear+Cameras+Replacement/153351 | https://www.ifixit.com/Guide/iPhone+14+Rear+Glass+Replacement/153210 | https://www.ifixit.com/Guide/iPhone+14+Screen+Replacement/152975 | https://www.ifixit.com/Guide/iPhone+14+Taptic+Engine+Replacement/153354 | https://www.ifixit.com/Guide/iPhone+14+charging+coil+assembly+replacement/176580
iPhone 14,Apple,iPhone 14,Controls,Power / volume button assembly,False,,18,18,0.75,https://www.ifixit.com/Guide/iPhone+14+Plus+Battery+Replacement/153339 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear+Glass+Replacement/153340 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear-Facing+Camera+Assembly+Replacement/153343 | https://www.ifixit.com/Guide/iPhone+14+Plus+Screen+Replacement/153338 | https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Screen+Replacement/152975
iPhone 14,Apple,iPhone 14,Display,Display assembly,False,,15,15,0.8,https://www.ifixit.com/Guide/iPhone+14+Plus+Screen+Replacement/153338 | https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Screen+Replacement/152975
iPhone 14,Apple,iPhone 14,Display,Touchscreen digitizer,False,,2,2,0.8,https://www.ifixit.com/Guide/iPhone+14+Plus+Screen+Replacement/153338 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003
iPhone 14,Apple,iPhone 14,Haptics,Vibration motor / haptic engine,False,,52,8,0.8,https://www.ifixit.com/Guide/iPhone+14+Loudspeaker+Replacement/152976 | https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Chip+ID/153224 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Taptic+Engine+Replacement/153354
iPhone 14,Apple,iPhone 14,Housing,Back cover / rear glass,False,,251,11,0.8,https://www.ifixit.com/Guide/iPhone+14+Battery+Replacement/152966 | https://www.ifixit.com/Guide/iPhone+14+Earpiece+Speaker+Replacement/153349 | https://www.ifixit.com/Guide/iPhone+14+Front+Camera+Assembly+Replacement/153350 | https://www.ifixit.com/Guide/iPhone+14+Loudspeaker+Replacement/152976 | https://www.ifixit.com/Guide/iPhone+14+Plus+Battery+Replacement/153339 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear+Glass+Replacement/153340 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear-Facing+Camera+Assembly+Replacement/153343 | https://www.ifixit.com/Guide/iPhone+14+Rear+Cameras+Replacement/153351 | https://www.ifixit.com/Guide/iPhone+14+Rear+Glass+Replacement/153210 | https://www.ifixit.com/Guide/iPhone+14+Taptic+Engine+Replacement/153354 | https://www.ifixit.com/Guide/iPhone+14+charging+coil+assembly+replacement/176580
iPhone 14,Apple,iPhone 14,Housing,Frame / midframe,False,,2,2,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347
iPhone 14,Apple,iPhone 14,Interconnect,Flex cable,False,,22,11,0.75,https://www.ifixit.com/Guide/iPhone+14+Battery+Replacement/152966 | https://www.ifixit.com/Guide/iPhone+14+Earpiece+Speaker+Replacement/153349 | https://www.ifixit.com/Guide/iPhone+14+Front+Camera+Assembly+Replacement/153350 | https://www.ifixit.com/Guide/iPhone+14+Loudspeaker+Replacement/152976 | https://www.ifixit.com/Guide/iPhone+14+Plus+Battery+Replacement/153339 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear+Glass+Replacement/153340 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear-Facing+Camera+Assembly+Replacement/153343 | https://www.ifixit.com/Guide/iPhone+14+Rear+Cameras+Replacement/153351 | https://www.ifixit.com/Guide/iPhone+14+Rear+Glass+Replacement/153210 | https://www.ifixit.com/Guide/iPhone+14+Taptic+Engine+Replacement/153354 | https://www.ifixit.com/Guide/iPhone+14+charging+coil+assembly+replacement/176580
iPhone 14,Apple,iPhone 14,Mechanical / sealing,Adhesive / gasket,False,,28,4,0.8,https://www.ifixit.com/Guide/iPhone+14+Battery+Replacement/152966 | https://www.ifixit.com/Guide/iPhone+14+Plus+Battery+Replacement/153339 | https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006
iPhone 14,Apple,iPhone 14,PCB / board,Main logic board,True,Main logic board,35,24,0.75,https://www.ifixit.com/Guide/iPhone+14+Battery+Replacement/152966 | https://www.ifixit.com/Guide/iPhone+14+Earpiece+Speaker+Replacement/153349 | https://www.ifixit.com/Guide/iPhone+14+Front+Camera+Assembly+Replacement/153350 | https://www.ifixit.com/Guide/iPhone+14+Loudspeaker+Replacement/152976 | https://www.ifixit.com/Guide/iPhone+14+Plus+Battery+Replacement/153339 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear+Glass+Replacement/153340 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear-Facing+Camera+Assembly+Replacement/153343 | https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Rear+Cameras+Replacement/153351 | https://www.ifixit.com/Guide/iPhone+14+Rear+Glass+Replacement/153210 | https://www.ifixit.com/Guide/iPhone+14+Taptic+Engine+Replacement/153354 | https://www.ifixit.com/Guide/iPhone+14+charging+coil+assembly+replacement/176580
iPhone 14,Apple,iPhone 14,Power,Battery,False,,262,25,0.8,https://www.ifixit.com/Guide/iPhone+14+Battery+Replacement/152966 | https://www.ifixit.com/Guide/iPhone+14+Earpiece+Speaker+Replacement/153349 | https://www.ifixit.com/Guide/iPhone+14+Front+Camera+Assembly+Replacement/153350 | https://www.ifixit.com/Guide/iPhone+14+Loudspeaker+Replacement/152976 | https://www.ifixit.com/Guide/iPhone+14+Plus+Battery+Replacement/153339 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear+Glass+Replacement/153340 | https://www.ifixit.com/Guide/iPhone+14+Plus+Rear-Facing+Camera+Assembly+Replacement/153343 | https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Rear+Cameras+Replacement/153351 | https://www.ifixit.com/Guide/iPhone+14+Rear+Glass+Replacement/153210 | https://www.ifixit.com/Guide/iPhone+14+Screen+Replacement/152975 | https://www.ifixit.com/Guide/iPhone+14+Taptic+Engine+Replacement/153354 | https://www.ifixit.com/Guide/iPhone+14+charging+coil+assembly+replacement/176580
iPhone 14,Apple,iPhone 14,Sensor,Ambient light sensor,False,,12,4,0.75,https://www.ifixit.com/Guide/iPhone+14+Plus+Screen+Replacement/153338 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Screen+Replacement/152975
iPhone 14,Apple,iPhone 14,Sensor,Gyroscope / accelerometer,False,,1,1,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Chip+ID/153224
iPhone 14,Apple,iPhone 14,Sensor,Proximity sensor,False,,16,4,0.75,https://www.ifixit.com/Guide/iPhone+14+Plus+Screen+Replacement/153338 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Screen+Replacement/152975
iPhone 14 Pro,Apple,iPhone 14 Pro,Audio,Earpiece speaker,False,,46,10,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005
iPhone 14 Pro,Apple,iPhone 14 Pro,Audio,Loudspeaker,False,,58,6,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Taptic+Engine+Replacement/153002
iPhone 14 Pro,Apple,iPhone 14 Pro,Camera,Camera module,False,,58,6,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Lidar+Sensor+Replacement/153534 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347
iPhone 14 Pro,Apple,iPhone 14 Pro,Camera,Front camera,False,,8,2,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335
iPhone 14 Pro,Apple,iPhone 14 Pro,Camera,Rear camera,False,,34,4,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Lidar+Sensor+Replacement/153534 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347
iPhone 14 Pro,Apple,iPhone 14 Pro,Connector,SIM card reader,False,,2,2,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+SIM+Card+Replacement/153337 | https://www.ifixit.com/Guide/iPhone+14+Pro+SIM+Card+Replacement/153348
iPhone 14 Pro,Apple,iPhone 14 Pro,Controls,Power / volume button assembly,False,,18,18,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Lidar+Sensor+Replacement/153534 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+SIM+Card+Replacement/153337 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Pro+SIM+Card+Replacement/153348 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Pro+Taptic+Engine+Replacement/153002
iPhone 14 Pro,Apple,iPhone 14 Pro,Display,Display assembly,False,,16,16,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Lidar+Sensor+Replacement/153534 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Pro+Taptic+Engine+Replacement/153002
iPhone 14 Pro,Apple,iPhone 14 Pro,Display,Touchscreen digitizer,False,,1,1,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003
iPhone 14 Pro,Apple,iPhone 14 Pro,Haptics,Vibration motor / haptic engine,False,,47,7,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Chip+ID/153224 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Taptic+Engine+Replacement/153002
iPhone 14 Pro,Apple,iPhone 14 Pro,Housing,Frame / midframe,False,,4,4,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Lidar+Sensor+Replacement/153534 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347
iPhone 14 Pro,Apple,iPhone 14 Pro,Mechanical / sealing,Adhesive / gasket,False,,16,2,0.8,https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006
iPhone 14 Pro,Apple,iPhone 14 Pro,PCB / board,Main logic board,True,Main logic board,16,16,0.75,https://www.ifixit.com/Guide/iPhone+14+Pro+Battery+Replacement/152973 | https://www.ifixit.com/Guide/iPhone+14+Pro+Earpiece+Speaker+Replacement/153345 | https://www.ifixit.com/Guide/iPhone+14+Pro+Front-Facing+Camera+Assembly+Replacement/153346 | https://www.ifixit.com/Guide/iPhone+14+Pro+Lidar+Sensor+Replacement/153534 | https://www.ifixit.com/Guide/iPhone+14+Pro+Loudspeaker+Replacement/153001 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Battery+Replacement/153006 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Earpiece+Speaker+Replacement/153336 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Front-Facing+Camera+Assembly+Replacement/153335 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Lidar+Sensor+Replacement/153384 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Loudspeaker+Replacement/153004 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Rear-Facing+Camera+Assembly+Replacement/153334 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Screen+Replacement/153003 | https://www.ifixit.com/Guide/iPhone+14+Pro+Max+Taptic+Engine+Replacement/153005 | https://www.ifixit.com/Guide/iPhone+14+Pro+Rear+Camera+Assembly+Replacement/153347 | https://www.ifixit.com/Guide/iPhone+14+Pro+Screen+Replacement/152972 | https://www.ifixit.com/Guide/iPhone+14+Pro+Taptic+Engine+Replacement/153002
